ID,Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer,문제번호,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,비용($),예측답,정답여부,모델응답,프롬프트
63,방재기사,2021,3,방재사업,94,"다음의 내용이 뜻하는 것으로 옳은 것은?\n\n건설공사 수급인 하자담보책임 규정에 의하면 건설업자의 목적물이 벽돌쌓기식 구조, 철근콘크리트구조, 철골구조 철골철근콘크리트 구조 그밖에 이와 유사한 구조로 된것인 경우에는 건설공사 완공일로부터 10년 그밖의 구조로 된것의 경우에는 건설공사 완공일로부터 5년기간 범위 내에서 발생한 하자에 대한 담보책임",text_only,O,하자담보,하자검사,하자책임기간,하자보수 보증금,1,63,Claude Sonnet 4,136,39,10,61.9,125.11,1.9,289,5,294,중간,0.000942,3,False,3,"문제: 다음의 내용이 뜻하는 것으로 옳은 것은?\n\n건설공사 수급인 하자담보책임 규정에 의하면 건설업자의 목적물이 벽돌쌓기식 구조, 철근콘크리트구조, 철골구조 철골철근콘크리트 구조 그밖에 이와 유사한 구조로 된것인 경우에는 건설공사 완공일로부터 10년 그밖의 구조로 된것의 경우에는 건설공사 완공일로부터 5년기간 범위 내에서 발생한 하자에 대한 담보책임

선택지:
1. 하자담보
2. 하자검사
3. 하자책임기간
4. 하자보수 보증금

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
64,방재기사,2022,2,재난관리,17,"자연재해대책법령상 홍수,호우 등으로부터 재해를 예방하기 위한 방재정책에 적용하기 위하여 처리가능한 시간당 강우량 및 연속강우량의 목표를 지역별로 설정?운용할수 있도록 한 기준은?",text_only,O,수방기준,방재기준,지역별 방재성능목표,지구단위 홍수방어기준,3,64,Claude Sonnet 4,136,40,10,62.5,127.32,2.21,194,5,199,중간,0.000657,3,True,3,"문제: 자연재해대책법령상 홍수,호우 등으로부터 재해를 예방하기 위한 방재정책에 적용하기 위하여 처리가능한 시간당 강우량 및 연속강우량의 목표를 지역별로 설정?운용할수 있도록 한 기준은?

선택지:
1. 수방기준
2. 방재기준
3. 지역별 방재성능목표
4. 지구단위 홍수방어기준

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
65,방재기사,2022,2,방재시설,23,제방 붕괴의 원인이 아닌 것은?,text_only,,퇴적,월류,비탈면 활동,파이핑 현상,1,65,Claude Sonnet 4,136,41,10,63.08,129.17,1.85,104,5,109,중간,0.000387,1,True,1,"문제: 제방 붕괴의 원인이 아닌 것은?

선택지:
1. 퇴적
2. 월류
3. 비탈면 활동
4. 파이핑 현상

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
66,방재기사,2021,2,재난관리,19,자연재난 구호 및 복구비용 부담기준등에 관한 규정상 국고 추가지원을 산정시 고려되지 않는 것은?,text_only,O,풍수해 예방 보험료,행정안전부장관이 정하는 가감률,재해예방 노력지수에 따른 추가 지원율,최근 3년간 평균 재정력지수에 따른 추가 지원율,1,66,Claude Sonnet 4,136,42,10,63.64,131.16,1.99,190,5,195,중간,0.000645,1,True,1,"문제: 자연재난 구호 및 복구비용 부담기준등에 관한 규정상 국고 추가지원을 산정시 고려되지 않는 것은?

선택지:
1. 풍수해 예방 보험료
2. 행정안전부장관이 정하는 가감률
3. 재해예방 노력지수에 따른 추가 지원율
4. 최근 3년간 평균 재정력지수에 따른 추가 지원율

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
67,방재기사,2019,5,방재사업,92,"자연재해위험 개선지구 관리지침의 자연재해위험 개선지구 비용편익 분석에서 침수면적, 침수심, 빈도의 함수로 재난피해액을 산정하는 경제성 평가방법은?",text_only,O,조건부가치측정법,간편법,개선법,다차원법,4,67,Claude Sonnet 4,136,43,10,64.18,133.22,2.06,164,5,169,중간,0.000567,4,True,4,"문제: 자연재해위험 개선지구 관리지침의 자연재해위험 개선지구 비용편익 분석에서 침수면적, 침수심, 빈도의 함수로 재난피해액을 산정하는 경제성 평가방법은?

선택지:
1. 조건부가치측정법
2. 간편법
3. 개선법
4. 다차원법

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
68,방재기사,2022,2,재난관리,6,재난 및 안전관리 기본법령상 지역재난안전대책본부에 관한 사항으로 틀린 것은?,text_only,O,시?군?구대책본부의 장은 재난현장의 총괄?조정 및 지원을 위하여 재난현장 통합지원본부를 설치?운영할 수 없다.,시?도대책본부 또는 시?군?구대책본부의 본부장은 시?도지사 또는 시?군?구청장이 된다.,지역대책본부장은 지역대책본부의 업무를 총괄하고 필요하다고 인정하면 지역재난 안전대책본부회의를 소집할수 있다.,재난현장 통합지원본부의 장은 관할 시?군?구의 부단체장,1,68,Claude Sonnet 4,136,44,10,64.71,135.17,1.95,308,5,313,중간,0.000999,1,True,1,"문제: 재난 및 안전관리 기본법령상 지역재난안전대책본부에 관한 사항으로 틀린 것은?

선택지:
1. 시?군?구대책본부의 장은 재난현장의 총괄?조정 및 지원을 위하여 재난현장 통합지원본부를 설치?운영할 수 없다.
2. 시?도대책본부 또는 시?군?구대책본부의 본부장은 시?도지사 또는 시?군?구청장이 된다.
3. 지역대책본부장은 지역대책본부의 업무를 총괄하고 필요하다고 인정하면 지역재난 안전대책본부회의를 소집할수 있다.
4. 재난현장 통합지원본부의 장은 관할 시?군?구의 부단체장

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
69,방재기사,2021,3,재해분석,41,다음 복합재해에 관한 설명으로 옳은 것은?,text_only,,"복합재해 발생유역의 저감성평가는 정성적,정량적 평가를 실시할 필요 없다.",복합재해위험이 예상되는 지구에 대한 정량적 분석은 관련된 개별위험요인에 대한 분석을 수행하고 그 결과 최대위험요인을 적용한다.,"수계 및 유역단위 재해 저감성 평가는(개선복구사업 지역, 복합재해 발생지역, 피해시설 상ㆍ하류의 인명 및 재산피해 발생우려지역) 재해 복구사업 지역경제 발전성 평가에 해당한다.",복합재해 산정하는 방법은 소요인력 = 소요인력기준 × 내수재해특성에 따른 보정계수 × 지역적 특성에 따른 보정계수 이다.,2,69,Claude Sonnet 4,136,45,10,65.22,137.16,1.98,367,5,372,중간,0.001176,2,True,2,"문제: 다음 복합재해에 관한 설명으로 옳은 것은?

선택지:
1. 복합재해 발생유역의 저감성평가는 정성적,정량적 평가를 실시할 필요 없다.
2. 복합재해위험이 예상되는 지구에 대한 정량적 분석은 관련된 개별위험요인에 대한 분석을 수행하고 그 결과 최대위험요인을 적용한다.
3. 수계 및 유역단위 재해 저감성 평가는(개선복구사업 지역, 복합재해 발생지역, 피해시설 상ㆍ하류의 인명 및 재산피해 발생우려지역) 재해 복구사업 지역경제 발전성 평가에 해당한다.
4. 복합재해 산정하는 방법은 소요인력 = 소요인력기준 × 내수재해특성에 따른 보정계수 × 지역적 특성에 따른 보정계수 이다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
70,방재기사,2019,5,재해대책,68,자연재해위험개선지구 정비계획에 관한설명으로 틀린 것은?,text_only,,시장·군수·구청장은 정비계획의 타당성을 5년마다 재검토하여 정비계획을 재정비 해야한다.,정비계획은 시·군·구 기초자치단체의 관할구역에 지정된 자연재해위험개선지구 전체를 대상으로 수립한다.,계획기간은 향후 10년을 목표연도로 설정하여 1년마다 정비계획을 수립한다.,재해위험성 투자우선순위 재해예방효과 등을 종합적으로 검토하여 중장기계획 수립,3,70,Claude Sonnet 4,136,46,10,65.71,138.91,1.75,280,5,285,중간,0.000915,3,True,3,"문제: 자연재해위험개선지구 정비계획에 관한설명으로 틀린 것은?

선택지:
1. 시장·군수·구청장은 정비계획의 타당성을 5년마다 재검토하여 정비계획을 재정비 해야한다.
2. 정비계획은 시·군·구 기초자치단체의 관할구역에 지정된 자연재해위험개선지구 전체를 대상으로 수립한다.
3. 계획기간은 향후 10년을 목표연도로 설정하여 1년마다 정비계획을 수립한다.
4. 재해위험성 투자우선순위 재해예방효과 등을 종합적으로 검토하여 중장기계획 수립

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
71,방재기사,2021,2,재해대책,80,재해영향평가등의 협의 실무지침상 주차장 저류한계 수심은?,text_only,O,10cm,20cm,30cm,40cm,1,71,Claude Sonnet 4,136,46,10,64.79,140.84,1.93,103,5,108,중간,0.000384,3,False,3,"문제: 재해영향평가등의 협의 실무지침상 주차장 저류한계 수심은?

선택지:
1. 10cm
2. 20cm
3. 30cm
4. 40cm

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
72,방재기사,2021,2,재해대책,70,"지표의 상태에 따른 1ha당 토사유출량이 나지 200m$^3$/년, 초지 15m$^3$/년, 농경지 2m$^3$/년, 산림 1m$^3$/년이고 토지이용계획 중 나지 1.2ha, 초지0.5ha, 농경지 0.2ha, 산림 0.7ha일 때 토사유출량은?",text_only,,232.7m$^3$/년,242.3m$^3$/년,244.4m$^3$/년,248.6m$^3$/년,4,72,Claude Sonnet 4,136,46,11,63.89,142.73,1.89,226,10,236,중간,0.000828,N/A,False,각 지표 상태별로,"문제: 지표의 상태에 따른 1ha당 토사유출량이 나지 200m$^3$/년, 초지 15m$^3$/년, 농경지 2m$^3$/년, 산림 1m$^3$/년이고 토지이용계획 중 나지 1.2ha, 초지0.5ha, 농경지 0.2ha, 산림 0.7ha일 때 토사유출량은?

선택지:
1. 232.7m$^3$/년
2. 242.3m$^3$/년
3. 244.4m$^3$/년
4. 248.6m$^3$/년

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
73,방재기사,2019,5,재해분석,44,"직접인건비 산정을 위한 소요인력이 다음과 같을 때 복합재해 (하천, 내수) 실시설계에 있어 직접인건비산출을 위한 기술사 소요인력 (인/일)은 얼마인가? (단, 하천실시설계 위험지구 연장은 2km이고 내수 실시설계 침수예장면적은 3km$^2$ 이며 펌프장이 없다고 가정한다. 지역적 특성 따른 보정계수 1.0 가정)\n\n| | 하천실시설계 | 내수실시설계 |\n| --- | --- | --- |\n| 기술사 | 21.00 | 58.00 |\n| 특급기술자 | 36.00 | 95.00 |\n| 고급기술자 | 63.00 | 125.00 |\n| 중급기술자 | 66.00 | 130.00 |\n| 초급기술자 | 61.00 | 110.00 |\n| 중급숙련자 | 10.00 | 15.00 |",text_only,,46,58.12,75.56,102.7,2,73,Claude Sonnet 4,136,46,12,63.01,144.71,1.98,417,10,427,중간,0.001401,N/A,False,이 문제를 단계별,"문제: 직접인건비 산정을 위한 소요인력이 다음과 같을 때 복합재해 (하천, 내수) 실시설계에 있어 직접인건비산출을 위한 기술사 소요인력 (인/일)은 얼마인가? (단, 하천실시설계 위험지구 연장은 2km이고 내수 실시설계 침수예장면적은 3km$^2$ 이며 펌프장이 없다고 가정한다. 지역적 특성 따른 보정계수 1.0 가정)\n\n| | 하천실시설계 | 내수실시설계 |\n| --- | --- | --- |\n| 기술사 | 21.00 | 58.00 |\n| 특급기술자 | 36.00 | 95.00 |\n| 고급기술자 | 63.00 | 125.00 |\n| 중급기술자 | 66.00 | 130.00 |\n| 초급기술자 | 61.00 | 110.00 |\n| 중급숙련자 | 10.00 | 15.00 |

선택지:
1. 46
2. 58.12
3. 75.56
4. 102.7

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
74,방재기사,2022,2,방재사업,82,"방재시설의 결함에 따른 보수,보강공법에 관한 사항으로 틀린 것은?",text_only,,누수 - 그라우팅,사면의활동 - 차수막 공법,콘크리트의 동해와 열화에 의한 부삭 - 표층부 교체,콘크리트 균열과 철근 부식 - Sealing 재주입,2,74,Claude Sonnet 4,136,47,12,63.51,147.15,2.44,179,5,184,중간,0.000612,2,True,2,"문제: 방재시설의 결함에 따른 보수,보강공법에 관한 사항으로 틀린 것은?

선택지:
1. 누수 - 그라우팅
2. 사면의활동 - 차수막 공법
3. 콘크리트의 동해와 열화에 의한 부삭 - 표층부 교체
4. 콘크리트 균열과 철근 부식 - Sealing 재주입

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
75,방재기사,2020,3,재해대책,62,"자연재해대책법령상 우수유출저감대책을 수립해야하는 사업에 해당하는지 않는것은? (단, 기타 사항은 고려하지 않음)",text_only,O,「고등교육법」에 따른 학교를 설립하는 경우의 건축공사,「도시개발법」에 따른 도시개발사업,「물환경보전법」에 따른 비점오염저감시설을 설치하는 대상사업,「중소기업진흥에 관한 법률」에 따른 단지조성사업,3,75,Claude Sonnet 4,136,48,12,64.0,149.72,2.57,231,5,236,중간,0.000768,3,True,3,"문제: 자연재해대책법령상 우수유출저감대책을 수립해야하는 사업에 해당하는지 않는것은? (단, 기타 사항은 고려하지 않음)

선택지:
1. 「고등교육법」에 따른 학교를 설립하는 경우의 건축공사
2. 「도시개발법」에 따른 도시개발사업
3. 「물환경보전법」에 따른 비점오염저감시설을 설치하는 대상사업
4. 「중소기업진흥에 관한 법률」에 따른 단지조성사업

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
76,방재기사,2019,5,재난관리,7,재난 및 안전관리 기본법령상 국가기반시설의 분류로 틀린 것은?,text_only,O,에너지 - 국외민간시설 - 원자력 - 정부주요시설,에너지 - 금융 - 원자력 - 식용수,교통수송 - 보건의료 - 원자력 - 환경,정보통신 - 금융 - 환경 - 교통수송,1,76,Claude Sonnet 4,136,48,13,63.16,152.19,2.47,189,10,199,중간,0.000717,N/A,False,재난 및 안전관리,"문제: 재난 및 안전관리 기본법령상 국가기반시설의 분류로 틀린 것은?

선택지:
1. 에너지 - 국외민간시설 - 원자력 - 정부주요시설
2. 에너지 - 금융 - 원자력 - 식용수
3. 교통수송 - 보건의료 - 원자력 - 환경
4. 정보통신 - 금융 - 환경 - 교통수송

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
77,방재기사,2019,5,방재사업,96,경제성평가 지표 중 모든 타당한 경제적 자료를 단일계산화하여 평가나 순위매김 가능하도록 한 방법?,text_only,,순현재가치 (NPC),"편익, 비용비 (B/C ratio)",내부수익률 (IRR),수평균수입률 (NARR),1,77,Claude Sonnet 4,136,49,13,63.64,154.07,1.88,164,5,169,중간,0.000567,1,True,1,"문제: 경제성평가 지표 중 모든 타당한 경제적 자료를 단일계산화하여 평가나 순위매김 가능하도록 한 방법?

선택지:
1. 순현재가치 (NPC)
2. 편익, 비용비 (B/C ratio)
3. 내부수익률 (IRR)
4. 수평균수입률 (NARR)

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
78,방재기사,2021,2,방재사업,83,자연재해위험개선지구 투자우선순위 결정을 위한 비용편익 분석방법중 간편법 편익 산정시 해당되지 않는 항목은?,text_only,,농경지,이재민,농작물,인명손실,2,78,Claude Sonnet 4,136,49,13,62.82,156.02,1.95,136,5,141,중간,0.000483,1,False,1,"문제: 자연재해위험개선지구 투자우선순위 결정을 위한 비용편익 분석방법중 간편법 편익 산정시 해당되지 않는 항목은?

선택지:
1. 농경지
2. 이재민
3. 농작물
4. 인명손실

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
79,방재기사,2020,3,재난관리,14,재난 및 안전관리기본법령상 특별재난의 범위에 관한설명이다 ( )에 들어갈 내용으로 옳은 것은?\n\n자연재난으로 「자연재난구호 및 복구비용 부담기준등에 관한 규정」에 따른 국고 지원대상 피해기준액의(ㄱ)배를 초과하는 피해가 발생한 재난자연재난으로서 「자연재난구호 및 복구비용기준등에 관한규정」에 따른 국고 지원대상에 해당하는 시·군·구의 갯수 읍·면·동에 갖춘환각 조에 따른 국고지원 대상 피해 기준금액(ㄴ)을 초과하는 피해가 발생한 재난,text_only,O,"ㄱ: 2.5, ㄴ: 4분의 1","ㄱ: 2.5, ㄴ: 2분의 1","ㄱ: 3, ㄴ: 4분의 1","ㄱ: 3, ㄴ: 2분의 1",1,79,Claude Sonnet 4,136,49,14,62.03,158.21,2.19,405,10,415,중간,0.001365,N/A,False,재난 및 안전관리,"문제: 재난 및 안전관리기본법령상 특별재난의 범위에 관한설명이다 ( )에 들어갈 내용으로 옳은 것은?\n\n자연재난으로 「자연재난구호 및 복구비용 부담기준등에 관한 규정」에 따른 국고 지원대상 피해기준액의(ㄱ)배를 초과하는 피해가 발생한 재난자연재난으로서 「자연재난구호 및 복구비용기준등에 관한규정」에 따른 국고 지원대상에 해당하는 시·군·구의 갯수 읍·면·동에 갖춘환각 조에 따른 국고지원 대상 피해 기준금액(ㄴ)을 초과하는 피해가 발생한 재난

선택지:
1. ㄱ: 2.5, ㄴ: 4분의 1
2. ㄱ: 2.5, ㄴ: 2분의 1
3. ㄱ: 3, ㄴ: 4분의 1
4. ㄱ: 3, ㄴ: 2분의 1

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
80,방재기사,2019,5,재해대책,71,자연재해대책법령상 자연재해저감종합계획수립 주기는 얼마인가?,text_only,O,3년,5년,7년,10년,4,80,Claude Sonnet 4,136,50,14,62.5,160.22,2.01,105,5,110,중간,0.00039,4,True,4,"문제: 자연재해대책법령상 자연재해저감종합계획수립 주기는 얼마인가?

선택지:
1. 3년
2. 5년
3. 7년
4. 10년

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
81,방재기사,2020,3,재난관리,3,재난 및 안전관리기본법령상 '사회재난'에 해당하는 것은?,text_only,O,태풍,낙뢰,소행성·유성체 등 자연우주물체의 추락·충돌,「미세먼지 저감 및 관리에 관한 특별법」에따른 미세먼지로인한 피해,4,81,Claude Sonnet 4,136,51,14,62.96,161.98,1.76,165,5,170,중간,0.00057,4,True,4,"문제: 재난 및 안전관리기본법령상 '사회재난'에 해당하는 것은?

선택지:
1. 태풍
2. 낙뢰
3. 소행성·유성체 등 자연우주물체의 추락·충돌
4. 「미세먼지 저감 및 관리에 관한 특별법」에따른 미세먼지로인한 피해

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
82,방재기사,2019,5,재난관리,18,재난 및 안전관리 기본법령상 국가안전관리기본계획을 작성할 책임을 가진 자는?,text_only,O,대통령,국무총리,행정안전부장관,재난관리책임기관 장,2,82,Claude Sonnet 4,136,51,14,62.2,164.01,2.03,130,5,135,중간,0.000465,3,False,3,"문제: 재난 및 안전관리 기본법령상 국가안전관리기본계획을 작성할 책임을 가진 자는?

선택지:
1. 대통령
2. 국무총리
3. 행정안전부장관
4. 재난관리책임기관 장

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
83,방재기사,2019,5,재난관리,16,재난 및 안전관리 기본법령상 재난 및 사고유형별 재난관리주관기관 중 식용수(지방상수도포함) 사고를 주관하는 기관은?,text_only,O,국토교통부,환경부,보건복지부,행정안전부,2,83,Claude Sonnet 4,136,52,14,62.65,165.77,1.76,146,5,151,중간,0.000513,2,True,2,"문제: 재난 및 안전관리 기본법령상 재난 및 사고유형별 재난관리주관기관 중 식용수(지방상수도포함) 사고를 주관하는 기관은?

선택지:
1. 국토교통부
2. 환경부
3. 보건복지부
4. 행정안전부

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
84,방재기사,2021,2,방재사업,99,바람 방재시설에 해당하지 않는 것은?,text_only,,대피소,방수로,방풍림,방풍설비,2,84,Claude Sonnet 4,136,53,14,63.1,167.57,1.81,99,5,104,중간,0.000372,2,True,2,"문제: 바람 방재시설에 해당하지 않는 것은?

선택지:
1. 대피소
2. 방수로
3. 방풍림
4. 방풍설비

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
85,방재기사,2021,2,방재시설,38,산지지역에 취약한 재해유형으로 적합한 것은?,text_only,,태풍,토석류,해일,내수침수,2,85,Claude Sonnet 4,136,54,14,63.53,169.88,2.31,100,5,105,중간,0.000375,2,True,2,"문제: 산지지역에 취약한 재해유형으로 적합한 것은?

선택지:
1. 태풍
2. 토석류
3. 해일
4. 내수침수

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
86,방재기사,2022,2,방재시설,24,자연재해대책법령상 자연재해저감 종합계획의 수립에 관한 사항으로 ( )에 알맞은 내용은?\n\n? 시장(특별자치시장 및 행정시장은 제외한다) 군수는 자연재해의 예방 및 저감을 위하여 ( ㄱ )년마다 시·군 자연재해저감 종합계획을 수립하여 시?도지사를 거쳐 대통령령으로 정하는 바에 따라 행정안전부장관의 승인을 받아 확정하여야 한다. ? 시장?군수 및 시?도지사는 각각 시·군 종합계획 및 시 도 종합계획을 수립한날부터 ( ㄴ )년이 지난 경우 그 타당성 여부를 검토하여 필요한 경우에는 그 계획을 변경할 수 있다.,text_only,O,"ㄱ:5년, ㄴ:5년","ㄱ:5년, ㄴ:10년","ㄱ:10년, ㄴ:5년","ㄱ:10년, ㄴ:10년",3,86,Claude Sonnet 4,136,55,14,63.95,171.88,1.99,418,5,423,중간,0.001329,3,True,3,"문제: 자연재해대책법령상 자연재해저감 종합계획의 수립에 관한 사항으로 ( )에 알맞은 내용은?\n\n? 시장(특별자치시장 및 행정시장은 제외한다) 군수는 자연재해의 예방 및 저감을 위하여 ( ㄱ )년마다 시·군 자연재해저감 종합계획을 수립하여 시?도지사를 거쳐 대통령령으로 정하는 바에 따라 행정안전부장관의 승인을 받아 확정하여야 한다. ? 시장?군수 및 시?도지사는 각각 시·군 종합계획 및 시 도 종합계획을 수립한날부터 ( ㄴ )년이 지난 경우 그 타당성 여부를 검토하여 필요한 경우에는 그 계획을 변경할 수 있다.

선택지:
1. ㄱ:5년, ㄴ:5년
2. ㄱ:5년, ㄴ:10년
3. ㄱ:10년, ㄴ:5년
4. ㄱ:10년, ㄴ:10년

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
87,방재기사,2022,2,재해분석,43,하천재해의 발생원인이 아닌 것은?,text_only,,TTP이탈,제방 유실,제방폭 협소,계획홍수량을 초과하는 이상호우,1,87,Claude Sonnet 4,136,56,14,64.37,173.6,1.72,116,5,121,중간,0.000423,1,True,1,"문제: 하천재해의 발생원인이 아닌 것은?

선택지:
1. TTP이탈
2. 제방 유실
3. 제방폭 협소
4. 계획홍수량을 초과하는 이상호우

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
88,방재기사,2020,3,방재시설,37,재해연보에의거한 과거에 발생한 재해이력 현황조사시 필요없는 항목은?,text_only,,이재민,구호품,침수면적,농작물,2,88,Claude Sonnet 4,136,57,14,64.77,175.39,1.79,114,5,119,중간,0.000417,2,True,2,"문제: 재해연보에의거한 과거에 발생한 재해이력 현황조사시 필요없는 항목은?

선택지:
1. 이재민
2. 구호품
3. 침수면적
4. 농작물

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
89,방재기사,2019,5,재난관리,12,재난 및 안전관리 기본법령상 재난의 대응 활동에 해당하는 것은?,text_only,O,긴급통신수단 확보,위기경보의 발령,안전점검,특별재난지역 선포,2,89,Claude Sonnet 4,136,58,14,65.17,177.19,1.8,130,5,135,중간,0.000465,2,True,2,"문제: 재난 및 안전관리 기본법령상 재난의 대응 활동에 해당하는 것은?

선택지:
1. 긴급통신수단 확보
2. 위기경보의 발령
3. 안전점검
4. 특별재난지역 선포

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
90,방재기사,2022,2,방재사업,84,다음중 피해주기와 홍수빈도율에 대한 설명으로 옳은 것을 모두 고른 것은?\n\nㄱ. 피해주기의 단위는 년/회로 표시한다.\nㄴ. 피해주기는 재해연보 자료를 활용하여 5년 평균값을 적용한다.\nㄷ. 홍수빈도율과 피해주기는 비례한다.\nㄹ. 홍수빈도율은 재산피해액 산정시 적용한다.,text_only,,"ㄱ, ㄴ","ㄷ, ㄹ","ㄱ, ㄹ","ㄴ, ㄷ",3,90,Claude Sonnet 4,136,58,15,64.44,179.35,2.16,274,10,284,중간,0.000972,N/A,False,각 선택지를 검토,"문제: 다음중 피해주기와 홍수빈도율에 대한 설명으로 옳은 것을 모두 고른 것은?\n\nㄱ. 피해주기의 단위는 년/회로 표시한다.\nㄴ. 피해주기는 재해연보 자료를 활용하여 5년 평균값을 적용한다.\nㄷ. 홍수빈도율과 피해주기는 비례한다.\nㄹ. 홍수빈도율은 재산피해액 산정시 적용한다.

선택지:
1. ㄱ, ㄴ
2. ㄷ, ㄹ
3. ㄱ, ㄹ
4. ㄴ, ㄷ

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
91,방재기사,2019,5,재해분석,59,방재성능 향상을 위한 통합 개선대책 사업의 시행계획 수립방법으로 옳은 것은?,text_only,,"방재시설의 경제성, 시공성 등을 고려한 연차별 정비계획을 수립한다.",사업비가 작은 사업을 우선 시행할 수 있도록 수립한다.,주민 숙원사업을 우선으로 시행한다.,피해발생빈도가 잦은 순으로 시행한다.,1,91,Claude Sonnet 4,136,59,15,64.84,181.3,1.95,216,5,221,중간,0.000723,1,True,1,"문제: 방재성능 향상을 위한 통합 개선대책 사업의 시행계획 수립방법으로 옳은 것은?

선택지:
1. 방재시설의 경제성, 시공성 등을 고려한 연차별 정비계획을 수립한다.
2. 사업비가 작은 사업을 우선 시행할 수 있도록 수립한다.
3. 주민 숙원사업을 우선으로 시행한다.
4. 피해발생빈도가 잦은 순으로 시행한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
92,방재기사,2022,2,방재사업,95,사면보강공법 중 저항력 증가법이 아닌 것은?,text_only,,앵커공법,네일공법,압성토공법,억지말뚝공법,3,92,Claude Sonnet 4,136,60,15,65.22,183.06,1.76,111,5,116,중간,0.000408,3,True,3,"문제: 사면보강공법 중 저항력 증가법이 아닌 것은?

선택지:
1. 앵커공법
2. 네일공법
3. 압성토공법
4. 억지말뚝공법

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
93,방재기사,2021,3,재해분석,55,재해지도 작성 기준등에 관한 지침상 대피장소 설치의 일반적인 기준은?,text_only,,보행거리로부터 1km이내,보행거리로부터 2km이내,보행거리로부터 3km이내,보행거리로부터 5km이내,1,93,Claude Sonnet 4,136,61,15,65.59,184.98,1.91,150,5,155,중간,0.000525,1,True,1,"문제: 재해지도 작성 기준등에 관한 지침상 대피장소 설치의 일반적인 기준은?

선택지:
1. 보행거리로부터 1km이내
2. 보행거리로부터 2km이내
3. 보행거리로부터 3km이내
4. 보행거리로부터 5km이내

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
94,방재기사,2021,2,재난관리,8,재난 및 안전관리 기본법령상 다중이용시설등의 위기상황 매뉴얼을 작성·관리하여야 하는 대상으로 명시되지 않는 자는?,text_only,O,관리자,소유자,설계자,점유자,3,94,Claude Sonnet 4,136,62,15,65.96,186.89,1.92,142,5,147,중간,0.000501,3,True,3,"문제: 재난 및 안전관리 기본법령상 다중이용시설등의 위기상황 매뉴얼을 작성·관리하여야 하는 대상으로 명시되지 않는 자는?

선택지:
1. 관리자
2. 소유자
3. 설계자
4. 점유자

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
95,방재기사,2019,5,재난관리,4,다차원 홍수피해산정방법(MD-FDA)을 이용한 이재민 피해액 산정식에서 ( )에 알맞은 단어는?\n\n이재민피해액 = 침수면적당발생이재민(명/hr) × 대피일수(일) × ( ) × 침수면적,text_only,,주거지역 침수편입률,소비자물가지수,건축형태별 연면적비율,일평균 국민소득,4,95,Claude Sonnet 4,136,63,15,66.32,189.31,2.41,196,5,201,중간,0.000663,4,True,4,"문제: 다차원 홍수피해산정방법(MD-FDA)을 이용한 이재민 피해액 산정식에서 ( )에 알맞은 단어는?\n\n이재민피해액 = 침수면적당발생이재민(명/hr) × 대피일수(일) × ( ) × 침수면적

선택지:
1. 주거지역 침수편입률
2. 소비자물가지수
3. 건축형태별 연면적비율
4. 일평균 국민소득

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
